album,singer,song,lyric,written_by,genre
,The Duhks, I See You,"I see you, for everything you are,In this sea of people, you're the shining star,They fade away, fade away,Hear the trumpets blaze, let the carnival begin,Take over the streets like the strongest gust of wind and ,Celebrate, celebrate ,Luminous I see you, glorious and strong,Your laughter is the sweetest song,If I could only hear you sing all day… sing all day,If we should meet up, somewhere on a cloud,Let it rain beneath us, let the sun shine above,Let us float away… fade away,Not even time could make us fade away,Not even distance could lead our heart astray,Nothing, nothing, nothing could come between,Not even time could make us fade away,Not even distance could lead our heart astray
,
,
",,
,The Duhks, 95 South(song)/95 South,"95 South, 95 South,That is the way to my baby's house,95 South, 95 South,That is the way to my baby's house,Drive all day, drive all night,Gonna see my baby, gonna be alright,Drive all day, drive all night,Gonna see my baby, gonna be alright,chorus,Cackalack Cackalak, Cackalack Cackalak, Cackalack Cackalak ,I'm on the 95 south and I ain't goin' back,5 AM Richmond town,Can't stop now, I'm cackalacky bound,5 AM Richmond town,Can't stop now, I'm cackalacky bound,chorus,The sun comes up, the sun goes down,The sun comes up on my Baby's town,The sun comes up, the sun goes down,The sun comes up on my Baby's town,95 South, 95 South,That is the way to my baby's house,95 South, 95 South,That is the way to my baby's house,chorus x2
,
,
",,
,"The Charlie Daniels Band,Drinkin' My Baby Goodbye", Drinkin' My Baby Goodbye,"Sittin' on a bar stool actin' like a durn fool,That's what I'm a-doin' today,Sitting' her drinkin' tryin' to keep from thinkin',I'm a boozin' my troubles away,Well now I couldn't make her stay, well doggone her anyway,She can't say that I didn't try.,Pour me another one, I'm finished with the other one,I'm drinkin' my baby goodbye. ,Everytime we disagreed,She was always askin' me,Are you a man or a mouse?,Now that she's gone,She probably thinks I'm home,Just a mopin' around the house,She probably thinks that she's the one thing,I just couldn't get along without,Well wouldn't it surprise her I got a sympathizer,As long as these bottles hold out,Sittin' on a bar stool actin' like a durn fool,That's what I'm a-doin' today.,Sitting' her drinkin' tryin' to keep from thinkin',I'm a boozin' my troubles away.,Well now I couldn't make her stay, well doggone her anyway,She can't say that I didn't try.,Pour me another one, I'm finished with the other one,I'm drinkin' my baby goodbye. ,Every time I try to sit down and talk to her,It always ends up in a fuss.,I tried to reason with her right up to the time,She got on that Greyhound bus.,It would be better if I could forget her,'Cause she sure forgot about me.,And if takes all night I'm gonna' do it right,I'm gonna' sit here till I can't see.,Sittin' on a bar stool actin' like a durn fool,That's what I'm a-doin' today,Sitting' her drinkin' tryin' to keep from thinkin',I'm a boozin' my troubles away,Well now I couldn't make her stay well doggone her anyway,She can't say that I didn't try,Pour me another one, I'm finished with the other one,I'm drinkin' my baby goodbye
,
,
",,
,The Duhks, Sleepin' Is All I Wanna Do / Stars On A Sunny Day,"Sleepin' is all I want to do,I'm not ready to wake up and leave all that I knew,So, as I wake I wish I could sleep all day,Look at the clock and then I turn away,Even though I know I can't stay, I can't stay, I can't stay,,I must wake up and face another day.,Sleepin' is all I want to do ,Though I know my life is waiting for decisions to be made,Wish I could just dream and slip away,Look at the stars, let the moon tell me she'll stay,Even though I know she can't stay, she can't stay, she won’t stay,,She must leave us for the sun to make the day,Take me away, far away from where we are,I really want to make my escape,Mold me, disguise me into whatever you want,Just don't let anybody see where we're goin'!,Sleepin' is all I want to do,I'm useless to the world, but, gotta get up anyway,Against all odds I'll attempt to start the day,I get up too fast, see stars on a sunny day,Oh, my conscience got in the way, made me stray, made me stray,No time to waste, back to bed…Oh, and there I'll stay ,chorus,Sleeping is all I want to do, sleeping is all I want to do,Dream away, drift away and call it a day…,I could dream my whole life away
,
,
",,
,"The Charlie Daniels Band,Long Haired Country Boy", Long Haired Country Boy,"People say I'm no good, and crazy as a loon,'Cause I get stoned in the mornin', I get drunk in the afternoon,Kinda like my old blue tick hound, I like to lay around in the shade,And I ain't got no money, but I damn sure got it made,'Cause I ain't askin' nobody for nothin',If I can't get it on my own,If you don't like the way I'm livin',You just leave this long haired country boy alone,Preacher man talking on TV, puttin' down the rock and roll,Wants me to send a donation, 'cause he's worried about my soul,He said, ""Jesus walked on the water."", and I know that it's true,But sometimes I think that preacher man, would like to do a little walkin' too,But I ain't askin' nobody for nothin',If I can't get it on my own,If you don't like the way I'm livin',You just leave this long haired country boy alone,A poor girl wants to marry, a rich girl wants to flirt,A rich man goes to college, a poor man goes to work,A drunkard wants another drink of wine, and a politician wants your vote,I don't want much of nothing at all, but I will take another toke,'Cause I ain't asking nobody for nothin',If I can't get it on my own,If you don't like the way I'm livin',You just leave this long haired country boy alone
,
,
",,
,The Common Linnets, When Love Was King,"When pain didn't reign and love was king,We could wash our hands of most anything,I inherited my fathers sin,I was born and raised in the midst of it,Before a preacher spoke those words in vain,And holy men would bow their head,For I was a I am,The older son of Abraham,The day I drowned in fire and storm,I found out, what I'd always known,I still remember, I still see,A heart that trusts and avoids that sadness,When pain didn't rain and love was king,My daddy was a gambler, drinking man,Showed his love with the back of his hand,Never saw him smile, not a flicker of graze,I think he buried him with momma in a Tennessee clay,The day I drowned in fire and storm,I found out, what I'd always known,And I still remember, I still see,A heart that trusts and avoids that sadness,When pain didn't reign and love was king,The day I drowned in fire and storm,I found out, what I'd always known,And I still remember, I still see,A heart that trusts and avoids that sadness,When pain didn't reign and love was king,A heart that trusts and avoids that sadness,Back when pain didn't reign and love was king
,
,
",,
,The Duhks, New Rigged Ship," ,
,
,
",,
,The Duhks, Magalenha,"Te tê tê teretê,Te tê tê teretê,Vem magalenha rojão,Traz a lenha pro fogão,Vem fazer armação,Hoje é um dia de sol,Alegria de coió,É curtir o verão,Calango lango no calango da pretinha,Tô cantando essa modinha pra senhora se lembrar,Daquele tempo que vivia lá na roça,Com uma filha na barriga e outra filha pra criar,Calango lango no calango da pretinha,Tô cantando essa modinha pra senhora se lembrar,Daquele tempo que vivia lá na roça,Com uma filha na barriga e outra filha pra criar,Te tê tê teretê,Te tê tê teretê,Te tê tê teretê,Te tê tê teretê,Vem magalenha rojão,Traz a senha pro fogão,Te tê tê coração,Hoje é um dia de sol,Alegria de xodó,Meu dever de verão,Calango lango no calango da pretinha,Tô cantando essa modinha pra senhora se lembrar,Daquele tempo que vivia lá na roça,Com uma filha na barriga e outra filha pra criar,Calango lango no calango da pretinha,Tô cantando essa modinha pra senhora se lembrar,Daquele tempo que vivia lá na roça,Com uma filha na barriga e outra filha pra criar,Te tê tê teretê,Te tê tê teretê,Te tê tê teretê,Te tê tê teretê
,
,
",,
,The Charlie Daniels Band, The Night They Drove Old Dixie Down,"Virgil Caine is the name,And I served on the Danville train,'Til stone man's cavalry came,And tore up the tracks again,In the winter of '65,We were hungry just barely alive,By May the tenth, when Richmond had fell,It's a time I remember, oh so. well,The night they drove old Dixie down,And the bells were ringin',The night they drove old Dixie down,And all the people were singin',They went na, na, na, na, na, na,Back with my wife in Tennessee,When one day she called to me,Said, ""Virgil, quick come see',There goes Robert E Lee"",And I don't mind choppin' wood,And I don't care if my money's no good,Ya take what ya need and ya leave the rest,But they should never have taken the very best,The night they drove old Dixie down,And the bells were ringin',The night they drove old Dixie down,And all the people were singin',They went na, na, na, na, na, na,Like my father before me I'm a workin' man,And like my brother above me who took a rebel stand,He was just eighteen, proud and brave,But a Yankee laid him in his grave,And I swear by the mud,Below my feet,You can't raise a Caine back up,When he's in defeat,The night they drove old Dixie down,And the bells were ringin',The night they drove old Dixie down,And all the people were singin',They went na, na, na, na, na, na,The night they drove old Dixie down,And the bells were ringin',The night they drove old Dixie down,And all the people were singin',They went na, na, na, na, na, na
,
,
",,
,The Charlie Daniels Band, Let It Be Me,"I bless the day I found you,And I wanna stay around you,And so I beg you let it be me,Don't take this heaven from one,If you must cling to someone,Now and forever let it be me,Each time we meet love,You know I find complete love,Without your sweet love,What would life be,So never leave me lonely,Tell me you love me only,And that you'll always,Let it be me,And that you'll always,Let it be me
,
,
",,
,The Duhks, You Don't See It,"If I could show you how I feel,,I'd hear sweet heaven sing your song,But I watch you from afar,,And my luck keeps dragging on,Well your eyes keep me up all night,,You know they're stranded on my mind,I want to get to love you,,One kiss at a time,But you don't see,You don't see it,You don't know,You don't feel it,You don't come,You don't suffer,You don't fall like the rain,Love has so many faces,And I wonder what my place is ,Before you get to love me,A few hearts have got to break,Wish I could set your nights on fire,,Wish the passion there weren't wrong,Everybody loves you,,And I've strung my heart along,I can't wait forever,I can't break my heart like that,So why not call me in,Off your worn out welcome mat,chorus
,
,
",,
,The Duhks, Adam's 3-Step," ,
,
,
",,
,The Duhks, Ship High in Transit," ,
,
,
",,
,The Duhks, This Fall,"This fall they all fall all around me,They're pairing up, preparing for the cold to come,They cling and dangle at each other's side ,Not keen on letting air flow by,This fall they all fall all around me,Some were meant to fall deeply in love this year,I was meant to fall into the depths of this basement,Meant to fall ever so deep into an empty bed,Alone, all alone in my head ,chorus ,Some were meant to fall head over heals this year ,I was destined to fall into the workshop to labour ,Guess I wouldn't have time even if I had the chap ,Yet my heart longs to long for someone ,Those joyous folks, those happy people ,Who can't help but stare straight into each other's eyes,They're taken, simply smitten,I fear they've lost their minds! ,Who can blame them when I know I'd spare mine?,This fall they all fall all around me…,chorus ,I refuse to be cold but would rather be alone ,Than to have a body that warms my feet ,But keeps my heart frozen ,I'll pile on the blankets at the foot of my bed,And trust my zealous heart will one day conquer its desire,chorus
,
,
",,
,The Charlie Daniels Band, Jackson,"And sin kept my life in a whirl,Lust, greed and money and sensual pleasures,Mark the boundaries of my narrow world,I was headed for hell but as far as I fell,Your spirit still followed me down,Then when I hit the bottom,And cried out for mercy,You picked me up off the ground,Heart of my heart, rock of my soul,You changed my life when You took control,Thy will be done, God's only Son,Faithful and true Lord of all Lords, King of all kings,The sweet sacrifice of praises we bring,Worthy's the lamb, all that I am I give to you,Satan kept telling me that it was too late,I'd committed the unpardonable sin,But I knew he was lyin' when I felt conviction,Tug on my heart strings again,I'm not proud of the past but I can't do a thing,To make up for the time that I've lost,Now my heart and my soul,And what life I have left,I lay at the foot of the cross,I give to You, heart of my heart
,
,
",,
,The Duhks, Out Of The Rain,"It’s been raining hard in Winnipeg, like where you’ve gone,So I am going to write a song to soothe my aching,For two whole days the rain came down and I’ve been thinking round,To when I was too young to see my heart was breaking,Oh baby I can’t stay here in the rain another day ,Though I’ve been trying to find a way to make it happen,Lately I’ve been trying to figure what it’s all about,And when I know I’ll work it out,But now I’m getting out of the rain,Out of the rain is where I’m headed for,Far from the pain of being tied to your back door,Oh, I know that it’s not something that I can control,So I’ll go, but you go on in the rain.,I’ve been wandering thirsty in the rain for so long now,But it ain’t of the amount, but where I’m standing,In the sunshine I will see much clearer just what I can do,I’ll keep it simple, free and true,I can do what I want to do,Out of the rain is where I’m headed for,Far from the pain of being tied to your back door,Take it slow, love yourself, or you can’t love no one else,Oh, I know I can’t go on in the rain.,Out of the rain, no hurting anymore,Into the sun to find what I’ve been yearning for,Take it slow, love yourself, or you can’t love no one else,Oh, I know I can’t go on in the rain,Oh, I know I can’t go on in the rain
,
,
",,
,The Duhks, Fast Paced World,"We've forgotten what is sacred,,We've forgotten what is sacred,,Not love, not culture, not family or nature,Everybody follow me, I will show you the way,,I know all the ins and outs, ,Of how this world should be turning,With God as my leader, I'll feed you all kinds of lies,,And you'll believe me, ,'Cause even God has lost his name with time,Time after time, his name has been misused,,Manipulation through fear, ,To get you to adhere,Empty threats without proof, will only lead to paranoia,,If we don't think for ourselves, well then what do we got? ,We've forgotten what is sacred,In this fast-paced world,,We take and keep taking, ,Without thinking of what we're giving,Oh, nothing is sacred in this fast-paced world,Not love, not culture, not family or nature ,Suburbia land, where everything is made easy,Don't worry, we'll wipe you clean of your identity,Supermarkets and box malls for your convenience,All the Ma and Pop stores, no longer have your allegiance,With cookie cutter houses, cars and jobs,We'll all be the same, we won't have to think anymore,About our neighbors gossiping, about our freaky differences,We won't have to worry, won't have to take any chances
,
,
",,
,The Duhks, Down To The River,"I went down to the river,But the river was dry,I went down to the sea,But it was not the place to be,So I climbed the highest mountain,And I climbed to the mountaintop,Girl, I found me a home,And I don't have to roam,Au bord de la riviére,Mais la riviére était sèche,Au bord de la mer gras,n'était pas la place pour moi,Je trouve la plus haute montagne,Mais la montagne était trop haute,Oh j'ai trouvé mon foyer,Il faut plus me promener,Well I went down to the river,But the river was dry,I went down to the sea,But it was not the place to be,So I climbed the highest mountain,And I climbed to the mountaintop,Girl, I found me a home,And you know I can't stop,Oh je chante ma p'tit chanson,Avec l'esprit de la Louisiane,Oh je viens des grandes prairies,Les grandes prairies de Manitoba,Oh la langue est tout la même,Mais la culture un p'tit peu différent,Oh c'est toute une grande famille,Je chante pour toi, je chante por moi!
,
,
",,
,The Duhks, Toujours Vouloir,"Toujours vouloir arranger, ,Mais ce n'est pas toujours ,En notre pouvoir, pouvoir,J'aurais tant voulu donner l'amour ,À ceux qui ne l'ont pas reçu au Départ,Pour éviter les malheurs du passé ,Pour reconstruire, plutôt que détruire,Profiter, apprécier la beauté qui nous entoure ,De jour en jour,Il y a un sens d'urgence, ,La compassion est non existante,Il y a une richesse énorme ,Qui attend chaque femme, chaque homme,Oublions tout préjugé, ,Donnons-nous la chance de s'aimer,Il faut pas se faire mal ,Avec les choses qu'on ne peut pas changer ,Mais, un jour que l'amour règne ,Et que l'argent perde sa valeur (x 2),Pour éviter les malheurs du passé, ,Pour reconstruire, plutôt que détruire,Profiter, apprécier la beauté qui nous entoure ,De jour en jour,Pour éviter les malheurs du passé, ,Pour reconstruire, plutôt que détruire,Mais, un jour que l'amour règne ,Et que l'argent perde sa valeur (x 4)
,
,
",,
,The Duhks, Turtle Dove,"Turtle dove done drooped his wings,Turtle dove done drooped his wings,Turtle dove done drooped his wings,Went on to Zion, and he did sing,Adam and Eve, oh no,Adam and Eve don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,My name is written on David's line,My name is written on David's line,My name is written on David's line,I'm going to heaven on the wheel of time,Adam and Eve, oh no,Adam and Eve don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,When I get to heaven, I know the rules,When I get to heaven, I know the rules,When I get to heaven, I know the rules,Keep going down to the bathing pool,Adam and Eve, oh no,Adam and Eve don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,Oh no |Adam and Eve, don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,Turtle dove done drooped his wings,Turtle dove done drooped his wings,Turtle dove done drooped his wings,Went on to Zion, and he did sing,Adam and Eve, oh no,Adam and Eve don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,Oh no | Adam and Eve, don't you tell it to me,Just meet me at the door | Don't tell it to me,Oh sa sa la do, on sa la sa ree,Turtle dove done drooped his wings
,
,
",,
,The Duhks, Three Fishers,"Three fishers went sailing out into the west,Out into the west as the sun went down,Each thought on the woman that loved him the best, and,The children stood watching them out on the town,For men must work and women must weep,For there's little to earn and many to keep, and,The harbour bar be moanin',The harbour bar be moanin',Three wives sat up in the lighthouse tower,They trimmed the lamps as the sun went down, and,They looked at the squall and they looked at the shower, and,The night-wrack came rollin' in, ragged and brown,For men must work and women must weep,For the storms be sudden and the waters be deep, and,The harbour bar be moanin' and,The harbour bar be moanin',Men must work and women must weep,For the storms be sudden and the waters be deep, and,The harbour bar be moanin' and,The harbour bar be moanin',Three corpses lay out on the shining sand,In the morning gleam as the tide went down, and,The women were weepin' and wringin' their hands,For those who would never come back to the town,Men must work and the women must weep, for,The sooner it's over, the sooner to sleep, and,Goodbye to the bar and its moanin', and,Goodbye to the bar and its moanin',The men must work and the women must weep, for,The sooner it's over, the sooner to sleep, and,Goodbye to the bar and its moanin', and,Goodbye to the bar and its moanin'
,
,
",,
,The Duhks, Who Will Take My Place,"If they shoot me down to shut me down ,Who will take my place?,If they bring an army into this town ,Who will take my place?,If they rule this land and silence me ,When I'm laid out with injury,When my words won't matter anymore,Who will take my place?,Revolution you are not my hope,Who will take my place?,There are flowers painted on these stones,Who will take my place?,When the silence of oppression dies ,Overheard beyond the battle cries,Are the words of final compromise,Who will take my place?,When the dogs of war are on the land,Who will take my place?,When you forfeit life to take a stand,Who will take my place?,When the dreamers fear the simplest thoughts,When the bloodshed takes all that you've got,When this world's an empty creaking floor,Who will take my place?,If they rule this land and silence me,When I'm laid out with injury,When my words won't matter anymore,Who will take my place?,Who will take my place?
,
,
",,
,The Duhks, Mighty Storm,"You know the year was 1900,,15 years ago,,Death came howling on the ocean,Death calls, you gotta go,Galveston had a sea wall,To keep the water down,And a high tide from the ocean,Spread the water over the town,Wasn't that a mighty storm,,Wasn't that a mighty storm,,Wasn't that a mighty storm,,It blew the people all away,You know the trumpets gave them warning,,You'd better leave this place,,Now no one thought of leaving,,'Til Death stared them in the face,And the trains they all were loaded,The people were all leaving town,,The trestles gave way to the water,And the trains they went on down, now,chorus ,Rain it was a fallin',Thunder began to roll,Lightning flashed like hellfire,The wind began to blow,And the seas began to rollin',And the ships they could not stand ,And I heard a captain crying,Good God save a drownin' man,Death, your hands are clammy,You got them on my knee,You come and took my mother,,Won't you come back for me?,Death you cruel master,,When the wind began to blow,Rode in on a team of horses,Cried oh Death won't you let me go?,chorus x2
,
,
",,
,The Duhks, Domino Party!," ,
,
,
",,
,The Duhks, The Fox And The Bee," ,
,
,
",,
,The Duhks, Heaven's My Home,"When I was born,My Daddy said I was broken,The beginning of the end,Of a life I hadn't chosen,He taught me how to give up,He taught me how to work the system,But I never had the time,I never had the luxury,Life's hard, I've always known that,I've never been handed no welcome mat,When I die, please don't cry,'Cause heaven's my home anyhow,Shining my shoes,Seems like time for wasting,'Cause this bright sun,Is the only shine I need,They say you only live once,And the lot you get's for keeping,But glory's gonna come,And make a new man out of me,Life's hard, I've always known that,I've never been handed no welcome mat,When I die, please don't cry,'Cause heaven's my home anyhow,When I was born,My face was like the angels,I took my father by the hand,He said life won't be hard now,No, life's hard, I've always known that,I've never been handed no welcome mat,When I die, please don't cry,'Cause heaven's my home anyhow,Life's hard, I've always known that,I've never been handed no welcome mat,When I die, please don't cry,'Cause heaven's my home anyhow,When I die,When I die,When I die,Please don't cry,Life's hard, I've always known that,I've never been handed no welcome mat,When I die, please don't cry,'Cause heaven's my home
,
,
",,
